IDESTACION,DENOMINACION,X,Y,LINEAS,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS
6_1709,PTO.RICO-COLOMBIA,442921.0,4478935.0,52,2,3
6_1710,PTO.RICO-URUGUAY,442940.0,4478715.0,52,2,3
6_1713,BIARRITZ,443791.0,4476539.0,"43, 53, 74, N3",2,3
6_1715,AV.BADAJOZ-TANATORIO,444431.0,4477095.0,"53, 122, N3",2,3
6_1718,LUIS CALVO-MTNEZ.IZQUIERDO,443716.0,4476510.0,"53, 74",2,3
6_1720,AV.ALBUFERA-SIERRA CARBONERA,443815.0,4472037.0,"54, 57, 58, 136, N10, N25",2,3
6_1721,AV.ALBUFERA-SIERRA DEL CADI,444015.0,4471897.0,"54, 58, 136, N25",2,3
6_1722,AV.ALBUFERA-PAYASO FOFO,444277.0,4471709.0,"54, 58, 103, 136, N25",2,3
6_1724,AVDA. ALBUFERA,444900.0,4471580.0,"58, 103, 143",2,3
6_3169,GRAN VIA HORTALEZA-LOPEZ DE HOYOS,444727.0,4480021.0,87,2,3
6_3171,PADRE DAMIAN-SANTIAGO BERNABEU,441858.0,4478631.0,150,2,3
6_3173,PADRE DAMIAN-ALBERTO ALCOCER,442000.0,4479146.0,150,2,3
6_3175,FRAY.B.SAHAGUN-PZA.M.MOLAS,442064.0,4479519.0,150,2,3
6_3177,ALFONSO XIII-PZA.PRESIDENTE CARDENAS,442412.0,4479269.0,150,2,3
6_3178,PZA.PERU-AV.PIO XII,442726.0,4479301.0,150,2,3
6_3180,FRAY.B.SAHAGUN-MENENDEZ PIDAL,442270.0,4479371.0,150,2,3
6_3181,FRAY.B.SAHAGUN-PZA.M.MOLAS,442061.0,4479550.0,150,2,3
6_3185,PADRE DAMIAN-SANTIAGO BERNABEU,441839.0,4478630.0,150,2,3
6_3188,TORRELAGUNA-RAFAEL BERGAMIN,444177.0,4478228.0,53,2,3
6_3189,EMETERIO CASTAÑOS-MANUEL URIBE,444055.0,4479702.0,87,2,3
6_3191,AYACUCHO-MAR ADRIATICO,445941.0,4480321.0,"120, 125",2,3
6_3199,CUEVAS DE ALMANZORA-MOJACAR,444415.0,4481456.0,"129, N1",2,3
6_3200,ROQUETAS DE MAR-TIJOLA,444169.0,4481641.0,"129, N1",2,3
6_3207,PTE.VALLECAS-M30,443340.0,4472435.0,"58, 111",2,3
6_3072,PIO FELIPE-BENJAMIN PALENCIA,444752.0,4472037.0,"54, 141, 143, N10",2,3
6_3073,MENDIVIL-DOCTOR SALGADO,443806.0,4472514.0,141,2,3
6_3074,SIERRA TOLEDANA-CAMINO VALDERRIBAS,444046.0,4472492.0,141,2,3
6_3076,BALTASAR SANTOS-PTO.NAVACERRADA,444333.0,4472787.0,141,2,3
6_3077,MARISMAS-MARUJA GARCIA ROMERO,444535.0,4472878.0,141,2,3
6_3078,MARISMAS-RAMON PEREZ AYALA,444659.0,4472729.0,141,2,3
6_3079,RAMON PEREZ DE AYALA Nº 94,444913.0,4472516.0,141,2,3
6_5486,Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,443186.0,4484355.0,175,2,3
6_1997,VENTISQUERO CONDESA-C.HERRERA ORIA,439524.0,4481881.0,"64, N21",2,3
6_1999,FERMIN CABALLERO-AV.BETANZOS,439562.0,4481658.0,"67, 83, 127, 133",2,3
6_2004,VALENCIA DE DON JUAN-ALFREDO MARQUERIE,440692.0,4482281.0,"67, 133, N23",2,3
6_2013,Pº. CASTELLANA-MONFORTE DE LEMOS,441878.0,4481045.0,"67, 124, 134, 135, 173, 175, 176, 178, N24",2,3
6_2018,FCO.SILVELA-PRINCIPE VERGARA,442483.0,4476928.0,C1,2,3
6_2019,GOYA-LOMBIA,442995.0,4475326.0,"30, C1",2,3
6_2025,Pº JUAN XXIII-BEATRIZ BOBADILLA,439323.0,4477998.0,C2,2,3
6_2027,PZA.MARQUES DE COMILLAS,439071.0,4477656.0,C2,2,3
6_2028,ISAAC PERAL-JULIAN ROMEA,439106.0,4477373.0,C2,2,3
6_2033,FCO.SILVELA-PRINCIPE VERGARA,442475.0,4476992.0,C2,2,3
6_2035,RAIMUNDO FDEZ.VILLAVERDE-Pº CASTELLANA,441380.0,4477750.0,C2,2,3
6_2037,ARTURO SORIA-CELESTE,444367.0,4478865.0,"11, 70, N3",2,3
6_1907,JUAN J.LOPEZ IBOR-ISLA CRISTINA,438556.0,4480367.0,64,2,3
6_1910,ISLAS ALEUTIANAS-AV.C.HERRERA ORIA,438324.0,4481206.0,64,2,3
6_1645,AZCONA-VILLAFRANCA,443610.0,4476561.0,"43, 48, N3",2,3
6_5562,EMBAJADORES-PQUE.LINEAL MANZANARES,442286.0,4469511.0,T32,2,3
6_3518,Pº MOLINO-PZA.LEGAZPI,441186.0,4471576.0,"62, 148, 156, 180, N13, T32",2,3
6_3138,Pº MOLINO-PZA.LEGAZPI,441177.0,4471552.0,"156, 180, T32",2,3
6_3799,PZA.MONCLOA,439175.0,4476368.0,"1, 1, 44, 138, C1",2,3
6_3800,AV.PIO XII-PZA.PERU,442742.0,4479328.0,"16, 29",2,3
6_3803,CTRA. DE VILLAVERDE A VALLECAS-COALICION,441757.0,4467665.0,"123, 130",2,3
6_3804,CTRA. DE VILLAVERDE A VALLECAS-COALICION,441750.0,4467666.0,"123, 130",2,3
6_3805,AV.CDAD.BARCELONA-M30,443214.0,4472472.0,"10, 136, 310, N10, N25",2,3
6_3808,ESTEBAN CARROS-COOP.ELECTRICA,444273.0,4469646.0,102,2,3
6_3809,PADRE LLANOS-ESTEBAN CARROS,444397.0,4469788.0,102,2,3
6_1532,CRISTOBAL BORDIU-STA.ENGRACIA,440447.0,4477394.0,45,2,3
6_1533,CRISTOBAL BORDIU-ALENZA,440660.0,4477380.0,45,2,3
6_1534,CRISTOBAL BORDIU-ALONSO CANO,440933.0,4477361.0,45,2,3
6_1537,Pº DELICIAS-PZA.LEGAZPI,441118.0,4471709.0,"8, 19, 45, 47, 59, 62, 76, 85, 86, 247",2,3
6_1541,AVDA. VALLADOLID,438378.0,4475607.0,46,2,3
6_1543,AVDA. VALLADOLID,437987.0,4476180.0,46,2,3
6_1545,MARTIN FIERRO-OBISPO TREJO,438067.0,4476627.0,U,2,3
6_1547,AV.JUAN HERRERA-PZA.C.CISNEROS,438429.0,4477005.0,"46, U",2,3
6_1550,AV.JUAN HERRERA-PZA.C.CISNEROS,438423.0,4477024.0,"46, 160, 161",2,3
6_3351,CONCEJAL FCO.J.MARTIN-GOTARRENDURA,437642.0,4472834.0,119,2,3
6_1554,AVDA. VALLADOLID,438002.0,4476130.0,46,2,3
6_1555,AV.VALLADOLID-BRIGADA TRAFICO,438199.0,4475822.0,"46, N20",2,3
6_3147,GRAN VIA HORTALEZA-GTA.SANDRO PERTINI,445534.0,4480253.0,87,2,3
6_3151,FUENCARRAL-GTA.QUEVEDO,440396.0,4476274.0,149,2,3
6_3153,GRAL.PERON-ORENSE,441139.0,4478394.0,"43, 149",2,3
6_3155,JOAN MARAGALL-SAN GERMAN,441423.0,4478885.0,149,2,3
6_3157,JOAN MARAGALL-ROSARIO PINO,441476.0,4479458.0,149,2,3
6_3159,ROSARIO PINO-CAPITAN HAYA,441386.0,4479502.0,149,2,3
6_3160,ORENSE-SOR ANGELA CRUZ,441235.0,4479251.0,149,2,3
6_3161,AV.AVIACION-Pº EXTREMADURA,433207.0,4470638.0,"39, N19",2,3
6_1807,ENRIQUE Gª ALVAREZ-M.MONTJUICH,448020.0,4470330.0,"58, N9",2,3
6_1810,AV.STA.EUGENIA Nº 13,448305.0,4470926.0,"58, 63",2,3
6_1811,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,448815.0,4470579.0,"58, 63",2,3
6_1812,FUENTESPINA-AV.STA.EUGENIA,448521.0,4470238.0,"58, 63",2,3
6_1813,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,448383.0,4470383.0,"58, 63",2,3
6_1817,ENRIQUE Gª ALVAREZ-M.MONTJUICH,448009.0,4470316.0,58,2,3
6_1820,PZA.SIERRA DE GADOR,447317.0,4470316.0,"54, 58, 103, 142",2,3
6_1822,CONGOSTO-LA REVOLTOSA,447448.0,4469842.0,"54, N9",2,3
6_1825,MONTES DE BARBANZA-SIERRA EJE,447563.0,4470102.0,"54, 103, 142",2,3
6_1831,MARIA DROC-SAN DALMACIO,441227.0,4466428.0,"59, 79, N13",2,3
6_1834,ROCAFORT-MONCADA,441328.0,4466145.0,"59, 79, N13",2,3
6_1772,Pº STA.Mª CABEZA-MARIBLANCA,440045.0,4471661.0,"55, 60, N17",2,3
6_1488,AV.RAMON Y CAJAL-MOSTOLES,443388.0,4478406.0,"43, 120",2,3
6_1490,AV.RAMON Y CAJAL-V.DE LA SERNA,442960.0,4478324.0,"43, 120",2,3
6_1493,CONCHA ESPINA-ESTADIO SANTIAGO BERNABEU,441673.0,4478374.0,"43, 120, 150",2,3
6_1494,AVDA.GRAL.PERON-CAPITAN HAYA,441332.0,4478406.0,43,2,3
6_1378,PZA.DE CUZCO,441664.0,4479113.0,"11, 40",2,3
6_1380,ALBERTO ALCOCER-Pº DE LA HABANA,442249.0,4479075.0,"11, 40",2,3
6_1381,ALBERTO ALCOCER-BOLIVIA,442615.0,4479081.0,"11, 40",2,3
6_1385,SAN NAZARIO Nº 1,443510.0,4477921.0,40,2,3
6_1387,AV.ALFONSO XIII-PRADILLO,443521.0,4478224.0,"40, 43",2,3
6_1389,AV.ALFONSO XIII-AV.ALHELIES,443570.0,4478685.0,40,2,3
6_1390,AV.ALFONSO XIII-AV.ASTER,443560.0,4478972.0,40,2,3
6_2625,Cº VIEJO LEGANES-AV.OPORTO,438324.0,4471054.0,"118, N16",2,3
6_2626,Cº VIEJO LEGANES-PELICANO,438222.0,4470841.0,"118, N16",2,3
6_2628,Cº VIEJO LEGANES-WENCESLAO,438012.0,4470495.0,118,2,3
6_2630,Cº VIEJO LEGANES-AV.ABRANTES,437786.0,4470043.0,"118, N16",2,3
6_2631,MARIA ODIAGA-PADRE AMIGO,437276.0,4470342.0,108,2,3
6_2632,MARIA ODIAGA-WITERICO,437107.0,4470254.0,108,2,3
6_2636,AGUACATE-SECOYA,436917.0,4469246.0,"108, 118, N16",2,3
6_2637,GANDHI-LUIS RUIZ,446314.0,4475241.0,109,2,3
6_2638,GANDHI-SAN TELESFORO,446099.0,4475223.0,109,2,3
6_2639,FERNANDO GABRIEL-ARRIAGA,445886.0,4475304.0,109,2,3
6_2642,EZEQUIEL SOLANA-PEDRO ANTONIO ALARCÓN,445661.0,4475555.0,109,2,3
6_2644,EMILIO FERRARI-VITAL AZA,445657.0,4476155.0,109,2,3
6_2646,JULIAN CAMARILLO-AV.INSTITUCION L.ENSEÑANZA,446367.0,4476240.0,105,2,3
6_2648,JULIAN CAMARILLO-SANTA LEONOR,446764.0,4476371.0,105,2,3
6_2656,AV. ARCENTALES-AV.NIZA,448414.0,4476402.0,"38, 140, 167",2,3
6_2657,SUECIA-MARIA SEVILLA DIAGO,448730.0,4476073.0,140,2,3
6_2660,AV.CANILLEJAS A VICALVARO-HINOJAL,448248.0,4476057.0,"48, 167",2,3
6_2664,JULIAN CAMARILLO-MIGUEL YUSTE,447191.0,4476561.0,105,2,3
6_2668,ALCALA-HERMANOS DE PABLO,445486.0,4476466.0,"38, 109, 113, N5",2,3
6_2600,AV. DAROCA-CASALARREINA,447941.0,4473408.0,"4, E3, E5",2,3
6_2531,AQUITANIA-REPUBLICA ESLOVACA,447861.0,4474709.0,"106, 140, 159, E2, N7",2,3
6_2533,SUECIA-RUMANIA,448447.0,4474968.0,"140, 153, E2",2,3
6_2534,SERENA-BARROS,443350.0,4470014.0,102,2,3
6_2538,SAN MODESTO - ISIDRO FERNANDEZ,442011.0,4481926.0,"124, 137, N24",2,3
6_2540,VIRGEN ARANZAZU-ANGEL MUGICA,441660.0,4482236.0,"124, 137, N24",2,3
6_2541,VIRGEN DE ARANZAZU Nº7,441620.0,4482114.0,"124, 137",2,3
6_2542,SUECIA-FRANCFORT,448654.0,4475065.0,"140, 153",2,3
6_2818,BELZUNEGUI-AV.POBLADOS,437385.0,4469762.0,"47, 118, N16",2,3
6_2820,AV.POBLADOS-PARTERRE,436385.0,4470039.0,"121, 131, 139",2,3
6_2828,ILLESCAS-ESCALONA,435221.0,4472195.0,"25, 121",2,3
6_2830,UNANIMIDAD-ALIANZA,441918.0,4467947.0,123,2,3
6_2831,CTRA.VILLAVERDE A VALLECAS-COALICION,441630.0,4467537.0,"123, 130",2,3
6_2833,AV.OROVILLA-UNANIMIDAD,441549.0,4468405.0,123,2,3
6_2834,GTA.CUATRO CAMINOS,440457.0,4477830.0,124,2,3
6_2841,AV.C.HERRERA ORIA-VENTISQUERO CONDESA,439419.0,4481783.0,"49, 64, 124",2,3
6_2842,AV.C.HERRERA ORIA-GINZO DE LIMIA,440105.0,4482181.0,124,2,3
6_2843,ALFREDO MARQUERIE-VALENCIA DE D.JUAN,440654.0,4482281.0,124,2,3
6_2847,CARDEÑOSA-LAGARTERA,442997.0,4470584.0,"102, N11",2,3
6_2850,LLANO CASTELLANO-ISLA DE JAVA,441983.0,4482632.0,"66, 124, 137, N24, SE704",2,3
6_2851,LLANO CASTELLANO-ISLA DE JAVA,441965.0,4482627.0,"66, 124, 137, N24, SE704",2,3
6_2855,FERMIN CABALLERO-ISLA DE AROSA,439377.0,4481541.0,"67, 127, N21",2,3
6_2858,STO.ANGEL DE LA GUARDA-ARCINIEGA,439613.0,4479619.0,"126, 127, 132, N21",2,3
6_2864,FERMIN CABALLERO-ISLA DE TABARCA,438921.0,4481267.0,"67, 127, N21",2,3
6_2869,ANTONIO MACHADO-VALDERRODRIGO,439101.0,4480394.0,"127, 132, N21",2,3
6_2189,GRAENA-AV.ORCASUR,440713.0,4469232.0,"78, 116",2,3
6_2196,RAFAELA YBARRA-CESTONA,439644.0,4469586.0,"78, 81, 116, 131",2,3
6_2197,CRISTO VICTORIA-JASPE,440195.0,4470292.0,78,2,3
6_2199,CRISTO VICTORIA-SANTUARIO,440700.0,4470632.0,78,2,3
6_2201,RESINA-AV.ANDALUCIA,441211.0,4465510.0,79,2,3
6_2204,SAN CESAREO-SAN ERASMO,440147.0,4465689.0,79,2,3
6_2205,SAN ERASMO-SAN NORBERTO,440100.0,4465847.0,79,2,3
6_2206,DOMINGO PARRAGA-AV.REAL DE PINTO,439935.0,4466164.0,"79, N14",2,3
6_2209,ASTILLEROS-ESCRIBANOS,439453.0,4466245.0,"79, N14",2,3
6_2210,DOMINGO PARRAGA-ALBERTO PALACIOS,439597.0,4466162.0,"79, N14",2,3
6_2211,DOMINGO PARRAGA-AV.REAL DE PINTO,440037.0,4466182.0,"79, N14",2,3
6_2212,SAN NORBERTO-SAN ERASMO,440120.0,4465892.0,79,2,3
6_2214,RESINA-TRANSVERSAL SEXTA,440601.0,4465486.0,"79, N14",2,3
6_2215,RESINA-AV.ANDALUCIA,441160.0,4465494.0,79,2,3
6_2217,AV.ANDALUCIA-ESCUELA DE LOGISTICA,441298.0,4465435.0,79,2,3
6_2219,AV.ANDALUCIA-ROCAFORT,441285.0,4466047.0,79,2,3
6_2220,HUMERA Nº 50,433767.0,4478180.0,160,2,3
6_2223,CORREOS-EST.CHAMARTIN,442689.0,4481086.0,,2,3
6_2227,AV.POBLADOS-DR.TOLOSA LATOUR,440402.0,4469362.0,"81, 121",2,3
6_2229,HOSPITAL 12 DE OCTUBRE-GTA.MALAGA,441050.0,4469854.0,121,2,3
6_2231,AV.POBLADOS-AV.ORCASUR,440724.0,4469389.0,"81, 121",2,3
6_2241,SAN MARTIN DE PORRES-ARTESA DE SEGRE,438419.0,4480272.0,"82, 137",2,3
6_3847,AV.LOGROÑO-LOS BREZOS,450149.0,4479427.0,"105, 112, 115",2,3
6_3767,CTRA.HUMERA A ARAVACA-PINILLA,433979.0,4478953.0,"160, 161, N28",2,3
6_3782,AV.ROSALES-SILVINA,441533.0,4468892.0,"23, N12",2,3
6_3786,RIBERA DEL LOIRA Nº16,447163.0,4479938.0,104,2,3
6_3794,MERCAMADRID-ZONA COMERCIAL Y PESCADO,443900.0,4468158.0,"130, T32",2,3
6_3688,PEDRO BOSCH-MENDEZ ALVARO,442478.0,4472137.0,"8, 156",2,3
6_3692,GOLONDRINA-BRUJULA,433534.0,4478784.0,"160, 161, 163, N28",2,3
6_3705,FRENTE N.20,439352.0,4469989.0,78,2,3
6_3649,TAMPICO-TOBAGO,446191.0,4477589.0,146,2,3
6_3620,Pº DE GINEBRA-NIZA,448714.0,4475306.0,"38, N6",2,3
6_3623,SOFIA-BUDAPEST,449122.0,4475592.0,38,2,3
6_3631,ALBERIQUE-HELLIN,447715.0,4475809.0,38,2,3
6_3635,SAN ROMUALDO-ALBASANZ,447361.0,4476841.0,"105, N5",2,3
6_3639,GANDHI-BARLOVENTO,446565.0,4475374.0,109,2,3
6_3647,AV.CANILLEJAS-NECTAR,447923.0,4477068.0,"140, 165",2,3
6_5424,CTRA.FUENCARRAL A ALCOBENDAS,442828.0,4485251.0,"170, 175, N24, T61",2,3
6_2433,CTRA. HUMERA A POZUELO,433233.0,4475797.0,"A, H",2,3
6_2435,CANDILEJAS-AV.PABLO NERUDA,443750.0,4470560.0,"57, 144",2,3
6_2439,AV.PADRE PIQUER-CAMPAMENTO,434899.0,4472041.0,H,2,3
6_2440,AV.PADRE PIQUER Nº 56,434996.0,4471693.0,"131, H",2,3
6_2444,PARQUE DE LA PALOMA-HENO,439465.0,4470208.0,78,2,3
6_2447,AVDA. PADRE HUIDOBRO,434886.0,4479551.0,162,2,3
6_2448,CTRA.HUMERA A ARAVACA-FUENTE DEL REY,434052.0,4479120.0,"160, 161",2,3
6_2456,FTE.CARRANTONA-LUIS HOYOS SAINZ,446274.0,4472930.0,"100, 140, E4, N8",2,3
6_2321,ARROYO POZUELO-GTA.RIO ZANCARA,434089.0,4478488.0,160,2,3
6_2322,CTRA. CASTILLA-FUENTE DEL REY,435020.0,4478818.0,161,2,3
6_2327,Cº ZARZUELA-CEMENTERIO ARAVACA,433411.0,4479940.0,162,2,3
6_2332,LASARTE-ZUMARRAGA,431126.0,4480571.0,162,2,3
6_2335,AVDA. CASAQUEMADA,429206.0,4481126.0,162,2,3
6_2337,GUECHO,430342.0,4481017.0,162,2,3
6_2338,GUECHO-IBAIONDO,430956.0,4480781.0,162,2,3
6_2344,Pº. ZARZUELA,433416.0,4479917.0,162,2,3
6_2345,Pº. ZARZUELA,433577.0,4479820.0,162,2,3
6_2349,J.JOSE MTNEZ.SECO-DIAMANTE,441782.0,4467221.0,"85, 123, N13",2,3
6_2351,VICENTE CARBALLAL-POTASA,442228.0,4467403.0,"85, 123",2,3
6_2246,CANTALEJO-ARROYOFRESNO,437272.0,4480982.0,82,2,3
6_2250,A.RGUEZ.CASTELAO-GABRIELA MISTRAL,437751.0,4481735.0,"82, N20",2,3
6_2252,GABRIELA MISTRAL-L.ALAS CLARIN,437648.0,4481606.0,82,2,3
6_2109,CTRA.CANILLAS-MATAPOZUELOS,444897.0,4479573.0,"73, N3",2,3
6_2111,CTRA.CANILLAS-GTA PILAR MIRÓ,444369.0,4479592.0,"73, N3",2,3
6_2115,EVARISTO SAN MIGUEL-MARTIN DE LOS HEROS,439396.0,4475540.0,74,2,3
6_2118,AV.TOREROS-RAFAELA BONILLA,443549.0,4476171.0,74,2,3
6_2125,PZA.BEATA MARIA ANA DE JESUS,441200.0,4471937.0,76,2,3
6_2126,EDUARDO BARREIROS-AV.POBLADOS,441004.0,4469391.0,76,2,3
6_2129,EDUARDO BARREIROS-CENTRO DE SALUD,440824.0,4468761.0,"76, 116",2,3
6_2130,EDUARDO BARREIROS-CORTE DEL FARAÓN,440645.0,4468429.0,"76, 116",2,3
6_2131,EDUARDO BARREIROS-PEUGEOT,440467.0,4468062.0,76,2,3
6_2134,VILLALONSO-OLAS,439804.0,4466996.0,76,2,3
6_2136,PEDRO LABORDE,444704.0,4470808.0,310,2,3
6_2137,VILLALONSO-PUEBLA SANABRIA,439555.0,4466956.0,"76, N14",2,3
6_2138,VILLALONSO-OLAS,439773.0,4466967.0,"76, N14",2,3
6_2142,EDUARDO BARREIROS-PEUGEOT,440478.0,4468057.0,76,2,3
6_2144,SALVADOR MARTINEZ-EDUARDO BARREIROS,440904.0,4468952.0,116,2,3
6_2145,EDUARDO BARREIROS-AV.LOS ROSALES,440999.0,4469083.0,"76, 78",2,3
6_2150,ALCALA-SAN ROMUALDO,447185.0,4477166.0,"77, 104, N5",2,3
6_5460,"CALLE DE VALMOJADO, S/N",435647.0,4471167.0,138,2,3
6_3450,BRAILLE-MOLINS DE REY,441365.0,4483236.0,"66, 137",2,3
6_3456,PZA.DE LOS TRES OLIVOS,441592.0,4483743.0,"66, 137",2,3
6_3457,ALDONZA LORENZO-CAMPO DE MONTIEL,441634.0,4483525.0,"66, 137",2,3
6_3460,TIMON-GRAN PODER,450457.0,4480617.0,105,2,3
6_3461,PZA.NTRA.SRA.DE LORETO,450445.0,4480519.0,115,2,3
6_3132,CARRANZA-GTA.RUIZ JIMENEZ,440304.0,4475885.0,"3, 147",2,3
6_2518,MENDEZ ALVARO-AV.PLANETARIO,442490.0,4471987.0,"102, 152",2,3
6_2519,PTO.BONAIGUA-MTNEZ.DE LA RIVA,443716.0,4471148.0,"103, 111, 144",2,3
6_2521,IMAGEN,443510.0,4470867.0,"103, 111, 144",2,3
6_2523,LA MANCHA-AV.ENTREVIAS,443318.0,4470529.0,"103, 111",2,3
6_2525,LA MANCHA-AV.ENTREVIAS,443332.0,4470519.0,"103, 111",2,3
6_2527,VIZCONDE DE ARLESSON,443607.0,4470842.0,"103, 111, 144",2,3
6_2391,EMBAJADORES-STA.CATALINA,442823.0,4469019.0,T32,2,3
6_2392,CENTRO DE TRANSPORTES DE MADRID,444539.0,4468748.0,"130, T32",2,3
6_2394,MERCAMADRID-MERCADO PESCADO,443594.0,4467890.0,T32,2,3
6_2398,EMBAJADORES-BRONCE,441477.0,4471222.0,"62, 148, 156, N13, T32",2,3
6_2405,JULIAN CAMARILLO-RUFINO GONZALEZ,447086.0,4476503.0,105,2,3
6_2406,JULIAN CAMARILLO-RUFINO GONZALEZ,447033.0,4476498.0,105,2,3
6_2411,CAMPUS POLITECNICO DE VALLECAS,446652.0,4471455.0,E,2,3
6_2415,RAMIRO DE MAEZTU-AV.MORERAS,438986.0,4478026.0,"132, F",2,3
6_2416,RAMIRO DE MAEZTU-ESCUELA DE MONTES,438681.0,4477935.0,"132, F",2,3
6_2417,FACULTAD DE BIOLOGICAS,438518.0,4477998.0,"132, F",2,3
6_2418,PROFESOR ARANGUREN-ESC.CAMINOS,438073.0,4477943.0,"F, G",2,3
6_2421,PROFESOR ARANGUREN-ESC.CAMINOS,438079.0,4477928.0,"F, G",2,3
6_2422,PARANINFO-AV.COMPLUTENSE,438276.0,4477952.0,F,2,3
6_2423,FACULTAD DE BIOLOGICAS,438507.0,4477983.0,"132, F",2,3
6_2424,AV.GREGORIO DEL AMO-M.BARTOLOME,438900.0,4477683.0,"132, F",2,3
6_2428,Pº RUPERTO CHAPI-AV.SENECA,437825.0,4476450.0,"160, 161, A",2,3
6_2429,CTRA.HUMERA A POZUELO (HUMERA),433214.0,4475813.0,"A, H",2,3
6_2431,CAMPUS SOMOSAGUAS-APARCAMIENTO,432934.0,4476213.0,"A, H",2,3
6_3083,RAMON PEREZ DE AYALA,444931.0,4472518.0,141,2,3
6_3084,MARISMAS-RAMON PEREZ AYALA,444676.0,4472728.0,141,2,3
6_3085,MARISMAS-MARUJA GARCIA ROMERO,444535.0,4472895.0,141,2,3
6_3087,SIERRA TOLEDANA-BALTASAR SANTOS,444076.0,4472810.0,141,2,3
6_3090,CAMINO DE PERALES Nº 48,441442.0,4470266.0,"23, 123, N12",2,3
6_3091,FUENTE CARRANTONA-ENCOMIENDA DE PALACIOS,445977.0,4472399.0,"142, 144, N8",2,3
6_3093,AV.PABLO NERUDA-AV.ALBUFERA,445504.0,4471464.0,142,2,3
6_3094,AV.PABLO NERUDA-AV.ALBUFERA,445533.0,4471447.0,142,2,3
6_3096,FTE.CARRANTONA-HACIENDA PAVONES,446117.0,4472627.0,"142, 144, N8",2,3
6_3097,PIO FELIPE-JADRAQUE,444982.0,4472230.0,143,2,3
6_3099,PIO FELIPE-JADRAQUE,444989.0,4472209.0,143,2,3
6_3100,RAFAEL ALBERTI-AV.ALBUFERA,445723.0,4471140.0,144,2,3
6_3103,AVDA. CARDENAL HERRERA ORIA,439800.0,4481969.0,"49, 134",2,3
6_3105,RAFAEL ALBERTI-EXTREMEÑOS,445594.0,4470878.0,"144, N10",2,3
6_3106,AVDA.MEDITERRANEO-MORATALAZ,444986.0,4472600.0,"145, E",2,3
6_3107,AV.MEDITERRANEO-PIO FELIPE,445214.0,4472330.0,"145, E",2,3
6_3108,AV.MEDITERRANEO-AV.DEMOCRACIA,445708.0,4472047.0,"145, E",2,3
6_3116,LOPEZ ARANDA-GRAL.ARANAZ,445927.0,4477268.0,146,2,3
6_3117,A.LOPEZ CASERO-PZA.JOSE BANUS,444477.0,4476347.0,146,2,3
6_3122,SAN BERNARDO-MINISTERIO JUSTICIA,440108.0,4475416.0,147,2,3
6_3123,SAN BERNARDO-DAOIZ,440199.0,4475648.0,147,2,3
6_3133,SAN BERNARDO-DAOIZ,440180.0,4475624.0,"3, 147",2,3
6_3732,PEÑA CERVERA-FUENTIDUEÑA,447418.0,4469265.0,142,2,3
6_2075,HACIENDA PAVONES-FTE.CARRANTONA,446103.0,4472681.0,71,2,3
6_2076,HACIENDA PAVONES-MERCADO,445848.0,4472820.0,"71, 100",2,3
6_2077,HACIENDA PAVONES-PZA.C.MACEDA Y TABOADA,445575.0,4472881.0,"71, 100",2,3
6_2080,CNO. VINATEROS- ARROYO BELINCOSO,444947.0,4473659.0,71,2,3
6_2081,ARROYO BELINCOSO-Cº VINATEROS,444771.0,4473762.0,71,2,3
6_2082,DR.GARCIA TAPIA-ARROYO MEDIA LEGUA,444645.0,4473938.0,71,2,3
6_2084,FELIX RGUEZ.DE LA FUENTE Nº 12,444315.0,4474222.0,71,2,3
6_2087,MAR CASPIO-LIBERACION,445597.0,4480681.0,72,2,3
6_2090,ZAPATOCA-AV.BUCARAMANGA,446416.0,4480597.0,72,2,3
6_2091,ZIPAQUIRA-LURUACO,446287.0,4480694.0,72,2,3
6_2097,CTRA.CANILLAS-GTA. PILAR MIRO,444350.0,4479554.0,"73, N3",2,3
6_2098,CTRA.CANILLAS-CARRIL DEL CONDE,444708.0,4479617.0,"73, N3",2,3
6_2099,CTRA.CANILLAS-MATAPOZUELOS,444897.0,4479552.0,"73, N3",2,3
6_2107,CTRA.CANILLAS-TORQUEMADA,445822.0,4479815.0,"73, N3",2,3
6_1977,FERMIN CABALLERO Nº 14,440727.0,4482206.0,"67, 83",2,3
6_1978,FERMIN CABALLERO-PATONES,440454.0,4482063.0,"67, 124, 133, N23",2,3
6_1982,FERMIN CABALLERO-AV.BETANZOS,439569.0,4481675.0,"67, 83, 124, 127, 133",2,3
6_1987,ROSALIA DE CASTRO Nº 75,438029.0,4482024.0,"67, 82",2,3
6_1992,ROSALIA DE CASTRO-G.MISTRAL,437939.0,4481956.0,"67, N20",2,3
6_1993,ROSALIA DE CASTRO Nº75,438094.0,4481967.0,"67, 82, N20",2,3
6_1994,RAMON GOMEZ SERNA-A.CASONA,438310.0,4481835.0,"67, N20",2,3
6_2546,AV.GUADALAJARA-ALBERICIA,448107.0,4475014.0,"106, 140, 159, E2, N7",2,3
6_2551,TRESPADERNE-BARBADILLO,450828.0,4478196.0,"112, 114, N4",2,3
