,IDESTACION,latitude,longitude,DENOMINACION,LINEAS,ACONDICIONAMIENTOVIAJEROS
3443,6_6271,40.3685386356537,-3.6957412793035673,EDUARDO BARREIROS-SALVADOR MARTINEZ,76,1
3444,6_1471,40.453627502707974,-3.683940236021209,AV.CONCHA ESPINA-PZA.S.CORAZONES,"43, 120",2
3445,6_1492,40.453743705395475,-3.684094728799022,AV.CONCHA ESPINA-PZA.S.CORAZONES,"43, 120",2
3446,6_3939,40.39306383388505,-3.625956423694658,AVDA.MEDITERRANEO-POLITECNICO,"63, 145",2
3447,6_99,40.4564312053429,-3.701659505936908,BRAVO MURILLO-FCOS.RODRIGUEZ,"3, 66, 124, N23",2
3448,6_6112,40.40814103057639,-3.688476593512728,ESTACIÓN DE ATOCHA,"54, 57",1
3449,6_6113,40.40815799487682,-3.688653548329883,ESTACIÓN DE ATOCHA,24,1
3450,6_6114,40.4082746843828,-3.6887254506294056,ESTACIÓN DE ATOCHA,86,1
3451,6_6115,40.408374690506754,-3.6885732585748774,ESTACIÓN DE ATOCHA,85,1
3452,6_5389,40.49407061306231,-3.5922241978723273,AEROPUERTO T4,200,2
3453,6_6117,40.408447881389115,-3.6883854362960493,ESTACIÓN DE ATOCHA,203,1
3454,6_6118,40.408574912610874,-3.688233518647693,ESTACIÓN DE ATOCHA,1,1
3455,6_6188,40.425846659950324,-3.6278399052126122,FCO.LARGO CABALLERO-HERMANOS GARCÍA NOBLEJAS,70,2
3456,6_6189,40.46601695646208,-3.614601685931785,AV.PARTENON-FERIA DE MADRID,122,2
3457,6_6304,40.49888448898247,-3.6661193729390416,QUINTANAVIDES-AV.DE BURGOS,176,3
3458,6_6305,40.49942112477914,-3.668355151097044,FORESTA Nº13,176,1
3459,6_6308,40.48854232234844,-3.6123528243639647,JUAN A.SAMARANCH-FERNANDO HIGUERAS,"171, 174",1
3460,6_6310,40.488809888739915,-3.612862638751329,JUAN A.SAMARANCH-FERNANDO HIGUERAS,"171, 174",1
3461,6_6306,40.500680526916994,-3.668674493232735,QUINTANADUEÑAS-QUINTANAVIDES,176,1
3462,6_6307,40.4985784069603,-3.6660809416471527,QUINTANAVIDES-AV. DE BURGOS,176,1
3463,6_6311,40.42826097587039,-3.695542904344089,PZA.DE SANTA BARBARA,3,1
3464,6_6312,40.48354426921293,-3.633721977478531,SAN ANDRES DE RABANEDO-HNOS.GASCON,87,1
3465,6_6314,40.48216155053902,-3.632871285987927,SAN ANDRES DE RABANEDO-Cº CENAGALES,87,1
3466,6_6316,40.4276041275456,-3.717522342969614,Pº PINTOR ROSALES-REY FRANCISCO,"62, 74",1
3467,6_6317,40.43090109055416,-3.7014294512969954,CARRANZA-GTA.BILBAO,"21, 147, C03",1
3468,6_6318,40.38304509587425,-3.667933987143332,LA MANCHA-GUADALCAZAR,144,1
3469,6_6320,40.474054959082785,-3.584698764327856,PZA.NTRA.SRA.DE LORETO,105,1
3470,6_6323,40.42124670115062,-3.6288226736037745,NICOLAS SALMERON-MATAMOROSA,106,1
3471,6_6324,40.420419846054905,-3.6267992904193918,NICOLAS SALMERON-PAREDES DE NAVA,"70, 106, N7",2
3472,6_6328,40.45827486175807,-3.585753156967199,CORBETA-AV.CANTABRIA,"112, 115, 151",1
3473,6_6330,40.483183579172284,-3.71847959439907,AV.C.HERRERA ORIA-ISLA DE AROSA,49,1
3474,6_6325,40.409067995051224,-3.6886392527666314,AV.CDAD.BARCELONA-ESTACIÓN ATOCHA,102,1
3475,6_6326,40.43093445703713,-3.7194558366693666,MQUES.URQUIJO-FERRAZ,21,1
3476,6_6327,40.50127391428143,-3.6563121449570604,NICETO ALCALA ZAMORA-MARIA TUDOR,"170, 172, 172SF",1
3477,6_6329,40.35441686503627,-3.7068776118781024,CTRA.CCHEL A VILLAVERDE-JOSE PEREZ,131,1
3478,6_6331,40.354316763161314,-3.707041431605344,CRTA.CCHEL A VILLAVERDE-JOSE PEREZ,131,1
3479,6_6332,40.452271115856995,-3.5987914772369205,AV.DE AMERICA-I.E.S.BARAJAS,"114, 115",1
3480,6_6334,40.38867732065635,-3.662970462172853,MARTINEZ DE LA RIVA-PTO.DE LA BONAIGUA,57,1
3481,6_6335,40.4985319288851,-3.695383031898457,SAN CUGAT DEL VALLES-BRAILLE,137,1
3482,6_6336,40.45008935935973,-3.572426943157341,YECORA-FUENTELVIEJO,"77, 167",1
3483,6_6337,40.44989052665771,-3.5725549767947826,YECORA-FUENTELVIEJO,"77, 167, SE744",1
3484,6_6338,40.396615612549546,-3.7716798346005427,CTRA.CARABANCHEL-DANIEL SEGOVIA,H,1
3485,6_999,40.39728164916167,-3.7540239202747445,CAMARENA-COLEGIO S.JUAN GARCIA,"25, N18",2
3486,6_6193,40.43946094780787,-3.675495830757599,AV.AMERICA-FCO.SILVELA,"72, N4",1
3487,6_6194,40.47232947956351,-3.80567086790795,"DEUSTO, 14",162,1
3488,6_5953,40.491255109496585,-3.6500903219386727,PRINCIPE CARLOS-ALC.ALVAREZ VILLAAMIL,"170, N1",1
3489,6_1205,40.408633661341774,-3.7455943135419085,Pº EXTREMADURA-VILLAMANIN,"33, 36, 39, 65, N19",2
3490,6_1010,40.397328765311876,-3.7537062901419214,CAMARENA-COLEGIO SAN JUAN GARCIA,"25, N18",2
3491,6_3397,40.39740141526747,-3.752234155289259,LOS YEBENES-DUQUESA DE PARCENT,31,2
3492,6_1009,40.394144188845566,-3.754377759702457,CAMARENA-ILLESCAS,"25, N18",2
3493,6_1000,40.39413433482605,-3.754507262617744,CAMARENA-ILLESCAS,"25, N18",2
3494,6_1218,40.38709882544009,-3.7362494784672515,GRAL.RICARDOS-VISTA ALEGRE,"34, 35, N17",2
3495,6_1223,40.38007509997869,-3.7469639884019177,EUGENIA DE MONTIJO-NTRA.SRA.FATIMA,34,2
3496,6_1230,40.37926345826123,-3.7677238637156516,BLAS CABRERA-JOSE DE CADALSO,34,2
3497,6_1238,40.38092143695857,-3.775777108550894,OLIVA DE PLASENCIA,"34, 39, 138, N19",2
3498,6_124,40.41298577751765,-3.712617167005649,PZA.SAN FRANCISCO-BAILEN,"3, 148, N16, SE712",2
3499,6_1245,40.37703157180006,-3.7495101979662646,EUGENIA DE MONTIJO-PZA.PARTERRE,"34, 35, 47, 139, N17",2
3500,6_1246,40.37996753127126,-3.7468803366439016,EUGENIA DE MONTIJO-NTRA.SRA.FATIMA,34,2
3501,6_1260,40.40559607135691,-3.705644995255355,Pº ACACIAS-Pº ESPERANZA,"34, 36, 62, 116, 118, 119",2
3502,6_1267,40.37587482534533,-3.7500628108219973,EUGENIA DE MONTIJO-PZA.EMPERATRIZ,"35, 47",2
3503,6_1273,40.370343790976094,-3.7568921093052787,MARIANISTAS-GOMEZ ARTECHE,"35, 47",2
3504,6_1280,40.38674162895694,-3.738578367209691,Pº MARCELINO CAMACHO-GRAL.RICARDOS,"35, N17",2
3505,6_3205,40.39610636192925,-3.674473192026501,RETAMA-OMBU,"113, 148",2
3506,6_3216,40.39040762040025,-3.6256843991097267,ESCUELA INGENIERIA TECNICA-ARBOLEDA,E,2
3507,6_3229,40.464403715922714,-3.636361129795373,SILVANO-EL ALGABEÑO,"120, 122",2
3508,6_3235,40.473411837097636,-3.644644998468294,VALDETORRES DEL JARAMA,"120, 125, 172, 172SF",2
3509,6_3241,40.46745663874652,-3.634927259565978,LOS EMIGRANTES-CTRA.DE CANILLAS,"112, 120, 153",2
3510,6_3246,40.45913631263331,-3.6455936069303454,MOSCATELAR-MILAN,"120, 122",2
3511,6_3262,40.45946541002501,-3.623387814927865,AV.MACHUPICHU-AV.PAPA NEGRO,"112, 122, 153",2
3512,6_1953,40.491292411700286,-3.684204497269376,LLANO CASTELLANO-VALDEGOVIA,"66, 124, 137, N24, SE704",2
3513,6_6148,40.445999571651,-3.5687131051848686,AV.FERMINA SEVILLANO-MAYO,"77, 167",1
3514,6_3333,40.44607314882647,-3.5684071300320857,AV. FERMINA SEVILLANO-DICIEMBRE,"77, N5",2
3515,6_3269,40.43108518210435,-3.6450659019038145,FCO.VILLAESPESA-LAGO CONSTANZA,"28, N6",2
3516,6_3284,40.35086244942632,-3.714989124745075,Pº PLATA Y CASTAÑAR-PLEAMAR,76,2
3517,6_329,40.4656441080073,-3.6640923116154287,ARTURO SORIA-MANUEL URIBE,"7, 70",2
3518,6_3290,40.470446844183826,-3.7658830201933164,DARIO APARICIO-TAPIA CASARIEGO,161,2
3519,6_3300,40.46717494282483,-3.7647724382784853,DARIO APARICIO-CABO CAÑAVERAL,161,2
3520,6_6197,40.403272423998466,-3.59499844998266,PUERTA DE ARGANDA,"SE718, T23",1
3521,6_6198,40.40347919927518,-3.5950827634195064,PUERTA DE ARGANDA,71,1
3522,6_2567,40.474186598036,-3.5871654873736625,TIMON-ALCAÑIZ,105,2
3523,6_6169,40.47421907856705,-3.6904959203955268,MATILDE LANDA-ORDOÑEZ,177,1
3524,6_6170,40.47261727285316,-3.6901963906227095,MARTIRES DE LA VENTILLA-MAGNOLIA,177,1
3525,6_6172,40.47348883880674,-3.693591018838909,JOAQUIN DICENTA-MARTIRES DE LA VENTILLA,177,1
3526,6_6173,40.47372618606395,-3.69457260535132,NADOR Nº1,177,1
3527,6_6174,40.47279292999495,-3.6954595423435355,SOROLLA-AVDA.ASTURIAS,177,1
3528,6_6200,40.45352790914938,-3.625160918388345,AVDA. DE LOS ANDES-GTA. YUCATAN,104,1
3529,6_6201,40.453615825554884,-3.6255627096954472,AVDA. DE LOS ANDES-GTA. YUCATAN,104,1
3530,6_6203,40.471207652529635,-3.6376050034484826,MAR DE CRISTAL-AREQUIPA,104,1
3531,6_6204,40.471159777800814,-3.636483883952952,GTA. MAR DE CRISTAL,153,1
3532,6_6205,40.48591364711916,-3.6610591107532655,AV.ING.EMILIO HERRERA-DULCE CHACON,150,1
3533,6_6275,40.47787376312037,-3.624501865829592,GTA. MANUEL MUÑOZ MONASTERIO,171,1
3534,6_6276,40.483163228159924,-3.62427951738012,GTA.ISIDRO GONZALEZ VELAZQUEZ,171,1
3535,6_6277,40.47034922120281,-3.62488041723889,RIBERA DEL LOIRA-RIBERA DEL SENA,104,1
3536,6_6278,40.47143318945047,-3.6260111367163272,TOMAS REDONDO-RIBERA DEL LOIRA,T11,1
3537,6_6280,40.49076070695402,-3.610237201191813,JUAN A.SAMARANCH-E.PEREZ PITA,"171, 174, N2",2
3538,6_6281,40.49616602743847,-3.613649422997443,JUAN ANTONIO SAMARANCH-JOSEFINA ALDECOA,"171, 174, N2",1
3539,6_6283,40.49869691690763,-3.6137668939309076,FELIX CANDELA-JOSEFINA ALDECOA,"171, 174, N2",1
3540,6_6285,40.49569758488641,-3.613645155076279,JUAN ANTONIO SAMARANCH-JOSEFINA ALDECOA,"171, 174, N2",1
3541,6_6286,40.49101014075544,-3.610770459667066,JUAN ANTONIO SAMARANCH-E.PEREZ PITA,"171, 174, N2",1
3542,6_6289,40.4839407175156,-3.6254429964699653,GTA.ISIDRO GONZALEZ,"171, 174, N2",1
3543,6_6290,40.47785453475342,-3.6247258433441343,GTA.MANUEL MUÑOZ MONASTERIO,171,1
3544,6_6149,40.3651987448136,-3.6832340603057228,AV.ROSALES-TANATORIO,"23, N12",1
3545,6_6150,40.460673832021094,-3.6589008975456894,LOPEZ HOYOS-ARTURO SORIA,53,1
3546,6_3313,40.460219019328534,-3.6752673113148933,PZA.REPUBLICA DOMINICANA,87,2
3547,6_3342,40.43525121104504,-3.6634866457504285,AV.LOS TOREROS-VILLAFRANCA,"53, 74",2
3548,6_3344,40.40181366459442,-3.748406223127313,CONCEJAL FCO.J.JIMENEZ-CARBONERAS,"55, N18",2
3549,6_3350,40.40366975349864,-3.7343205439805516,CONCEJAL FCO.J.MARTIN-GOTARRENDURA,119,2
3550,6_6339,40.439956552482556,-3.6754772093660457,INTERCAMBIADOR AVENIDA DE AMERICA,200,1
3551,6_6340,40.440083842322366,-3.6752780356982204,INTERCAMBIADOR AVENIDA DE AMERICA,122,1
3552,6_6341,40.44019332139532,-3.6750433099300595,INTERCAMBIADOR AVENIDA DE AMERICA,114,1
3553,6_6342,40.44029344736821,-3.6748674452737458,INTERCAMBIADOR AVENIDA DE AMERICA,115,1
3554,6_6345,40.44392237694691,-3.6532069777692318,AV.BADAJOZ-MARTINEZ VILLERGAS,"53, 122, N3",1
3555,6_6344,40.444836898755455,-3.6523903991786315,TORRELAGUNA-AV.BADAJOZ,"53, 122",1
3556,6_1253,40.39215355470829,-3.72760892875052,GRAL.RICARDOS-CLARISAS,"34, 35, N26",2
3557,6_1258,40.40297162787827,-3.7119812461214425,Pº ACACIAS-GTA.PIRAMIDES,"34, 36, 62, 116, 118, 119, N12, N15",2
3558,6_6110,40.4038128337206,-3.712897530966992,TOLEDO-GTA.PIRAMIDES,18,2
3559,6_791,40.40321965464053,-3.7126673657350713,TOLEDO-GTA.PIRAMIDES,"18, 23, 35, N26",2
3560,6_759,40.40335252961402,-3.7130340901632906,TOLEDO-GTA.PIRAMIDES,"23, 35, N26",2
3561,6_1464,40.46048048329832,-3.699472456315399,BRAVO MURILLO-MARIA ZAYAS,"66, 124, N23",2
3562,6_1259,40.404228056608005,-3.7098378718723155,Pº ACACIAS-DR.VALLEJO NAJERA,"34, 36, 62, 116, 118, 119",2
3563,6_1361,40.40427092813424,-3.710191865527084,Pº ACACIAS-DR.VALLEJO NAJERA,"34, 36, 62, 116, 118, 119",2
3564,6_1155,40.41423983010651,-3.731088072668091,Pº. EXTREMADURA-GUADARRAMA,"31, 33, 36, 39, 65, N19",2
3565,6_1167,40.415769539383014,-3.724221153050679,Pº EXTREMADURA-PTE.SEGOVIA,"31, 33, 36, 39, 65, 138, N18, N19",2
3566,6_1165,40.41404261355391,-3.7309327140029165,Pº EXTREMADURA-GUADARRAMA,"31, 33, 36, 39, 65, N19",2
3567,6_1153,40.415994676362416,-3.7242353538461996,Pº EXTREMADURA-PTE.SEGOVIA,"31, 33, 36, 39, 65, N18, N19",2
3568,6_1018,40.41548059582849,-3.722886154857655,Pº ERMITA DEL SANTO-PTE.SEGOVIA,25,2
3569,6_1154,40.41543159709934,-3.727824264988924,Pº EXTREMADURA-PTA.DEL ANGEL,"31, 33, 36, 39, 65, N19",2
3570,6_1166,40.41535393291192,-3.7272812397976494,Pº EXTREMADURA-PTA.DEL ANGEL,"31, 33, 36, 39, 65, N19",2
3571,6_5825,40.3823623736118,-3.666030506923678,AVENIDA ENTREVIAS-MEMBEZAR,24,1
3572,6_6300,40.4847665826603,-3.6159289667020484,JUAN ANTONIO SAMARANCH-GTA.ANTONIO PERPIÑA,"171, 174, N2",1
3573,6_6301,40.48500685626277,-3.6164857124719556,JUAN ANTONIO SAMARANCH-GTA.ANTONIO PERPIÑA,"171, 174, N2",1
3574,6_6302,40.445008188263294,-3.6743485875900146,LOPEZ DE HOYOS-CARTAGENA,"9, 73, N2",1
3575,6_6303,40.445534599062206,-3.67368170492178,LOPEZ DE HOYOS-PZA.PROSPERIDAD,1,1
3576,6_731,40.38371497467828,-3.774324729866328,BLAS CABRERA-AV.LAS AGUILAS,139,2
3577,6_737,40.446358305613536,-3.6837604150330816,JOAQUIN COSTA-PZA.REP.ARGENTINA,C1,2
3578,6_1013,40.39688899184388,-3.7437090013093512,DUQUESA DE PARCENT - GTA. LOS CARMENES,"25, 31, N18",2
3579,6_1019,40.41634878249678,-3.719465464869205,VIRGEN DEL PUERTO-PTE.SEGOVIA,"25, 33, 39, 41, 62, 138, C1, N18, N19",2
3580,6_6207,40.367597770919666,-3.5911982012337047,CARDENAL V.ENRIQUE Y TARANCON-A.GADES,145,1
3581,6_5022,40.49107523220686,-3.684367490867564,LLANO CASTELLANO-VALDEGOVIA,"66, 124, 137, N24, SE704",2
3582,6_5836,40.40052071566317,-3.701738589257423,PASEO ESPERANZA-BAÑOS DE MONTEMAYOR,62,1
3583,6_5833,40.39581945628663,-3.6940306286769937,PZA.BEATA MARIA ANA DE JESUS,"62, 76",1
3584,6_5834,40.39576016112549,-3.6978949415683977,PASEO CHOPERA-PZA.GRAL.MAROTO,62,1
3585,6_5835,40.40357064000228,-3.7039032841319894,PASEO ESPERANZA-VALLEJO NAJERA,62,1
3586,6_5837,40.39919666963394,-3.703174260246093,ARGANDA-PASEO YESERIAS,62,1
3587,6_3999,40.40794947662095,-3.6903838806343336,MENDEZ ALVARO-MURCIA,"N11, N13",2
3588,6_6012,40.481130618743144,-3.630289587948485,RAFAELA APARICIO-AURORA REDONDO,N2,1
3589,6_3998,40.40513898654131,-3.6873028655383835,MENDEZ ALVARO-ANCORA,"N11, N13",2
3590,6_6030,40.489943577064885,-3.6668215424950246,"AV.MANOTERAS, 20",150,1
3591,6_6031,40.48746461295777,-3.6639533665815813,"FUENTE DE LA MORA, FRENTE Nº1",150,1
3592,6_6032,40.487586719391956,-3.6615121028474853,FUENTE DE LA MORA-AV.FTE.DE LA MORA,150,1
3593,6_6033,40.48756154288152,-3.6596121596059783,FUENTE DE LA MORA-AV.ING.EMILIO HERRERA,150,1
3594,6_6034,40.45126633059568,-3.6083349075432203,CANILLEJAS,"165, 200, N4",1
3595,6_6035,40.46280001386962,-3.7737341786635126,OSA MAYOR-BELLATRIX,160,1
3596,6_6036,40.461268406300064,-3.7777739832829753,CTRA.HUMERA A ARAVACA-OSA MAYOR,"160, 161, N28",1
3597,6_698,40.44424439254161,-3.684741293664195,SERRANO-INST.RAMIRO MAEZTU,"16, 19, 51, N1",2
3598,6_699,40.44255890142363,-3.6848774793373726,SERRANO Nº 111,"16, 19, 51",2
3599,6_2017,40.44463005018764,-3.6819859181743437,JOAQUIN COSTA-VELAZQUEZ,C1,2
3600,6_301,40.45107618794674,-3.6781240247166114,CINCA-PZA.DE CATALUÑA,"7, 51",2
3601,6_682,40.451284323421206,-3.6764279250243757,PRINCIPE DE VERGARA-PZA.CATALUÑA,"16, 29, 52, N1",2
3602,6_694,40.45109355814076,-3.676697250424681,PRINCIPE DE VERGARA-PZA.CATALUÑA,"16, 29, 52",2
3603,6_462,40.408522684983204,-3.6879265629167217,AV.CDAD.BARCELONA-ESTACIÓN ATOCHA,"10, 14, 26, 32, 37, C2, N10, N11, N13, N25, N9",2
3604,6_6119,40.420528998222224,-3.691408322555006,Pº PRADO-PZA DE CIBELES,"E1, N2, N3",1
3605,6_3994,40.420619153599795,-3.6913974579392925,Pº DEL PRADO-PZA.DE CIBELES,"203, N27",2
3606,6_5270,40.46282930537346,-3.5758141020249363,AV. HISPANIDAD-DIQUE SUR,101,2
3607,6_6176,40.472078710480304,-3.6958768524093433,AV.ASTURIAS-ROSARIO ROMERO,177,1
3608,6_2856,40.48318876716662,-3.688015737353119,PEDRO RICO-HOSPITAL LA PAZ,"124, 135, 137",2
3609,6_5199,40.48961130293207,-3.6956803329418033,CTRA.COLMENAR-HOSPITAL RAMON Y CAJAL,"175, 178",2
3610,6_2364,40.490185501487964,-3.694577081310225,HOSPITAL RAMON Y CAJAL-SAN MODESTO,"125, 165, 166",2
3611,6_5209,40.48897149535442,-3.6957091247583804,CARRETERA DE COLMENA-HOSPITAL RAMON Y CAJAL,"175, 178",2
3612,6_3557,40.44861895036713,-3.7033825060218355,AVDA.REINA VICTORIA-CUATRO CAMINOS,"45, 127, F",2
3613,6_1431,40.448835533192835,-3.701839938546337,GTA.CUATRO CAMINOS,149,2
3614,6_1466,40.44861918780676,-3.7018612729625344,GTA.CUATRO CAMINOS,C1,2
3615,6_5251,40.44885988109193,-3.7037623800193793,AV.REINA VICTORIA-CUATRO CAMINOS,127,2
3616,6_5252,40.44873701323107,-3.701744573288823,GTA.CUATRO CAMINOS,C2,2
3617,6_407,40.439857228464994,-3.6816547001343833,VELAZQUEZ-MARIA DE MOLINA,"9, 19, 51",2
3618,6_680,40.440429040583446,-3.6824622706651167,LOPEZ DE HOYOS-VELAZQUEZ,16,2
3619,6_580,40.43959820669828,-3.6812747733130164,MARIA DE MOLINA-VELAZQUEZ,"12, N4",2
3620,6_600,40.439418037130274,-3.681272954536816,MARIA DE MOLINA-VELAZQUEZ,"12, N4",2
3621,6_601,40.439246607135615,-3.6782527549916066,MARIA DE MOLINA-PRINCIPE VERGARA,"12, N4",2
3622,6_804,40.4415065442596,-3.6815416556806215,VELAZQUEZ-LOPEZ DE HOYOS,"16, 19, 51, N1",2
3623,6_451,40.44118742263912,-3.6821869505501064,PEDRO DE VALDIVIA-VELAZQUEZ,9,2
3624,6_599,40.4395997906691,-3.685578487817824,MARIA DE MOLINA-SERRANO,"12, 16, N1",2
3625,6_581,40.439807335077006,-3.6855216412434597,MARIA DE MOLINA-SERRANO,12,2
3626,6_845,40.44273192322112,-3.679985761832886,JOAQUIN COSTA-GTA.LOPEZ HOYOS,C1,2
3627,6_1285,40.4074755155729,-3.720808778210956,Pº. VIRGEN DEL PUERTO-MARMOL,"36, 50",2
3628,6_1289,40.41472513553861,-3.7197899817627573,VIRGEN DEL PUERTO-SEGOVIA,"36, 50, 62",2
3629,6_1307,40.40973255789817,-3.7185935711555436,Pº MELANCOLICOS-RUY GONZALEZ,"36, 50, 62",2
3630,6_1313,40.43818783353274,-3.7031676655094166,BRAVO MURILLO-DONOSO CORTES,"37, 149",2
3631,6_1319,40.425886335105425,-3.6934200791138663,PZA.LAS SALESAS,37,2
3632,6_1321,40.43059655257915,-3.6981606300698675,FCO.DE ROJAS-SAGASTA,"37, 40",2
3633,6_1333,40.424370573392075,-3.624254320463764,POBLADURA VALLE-ARCOS JALON,"38, 48, 165, 167, N6",2
3634,6_1341,40.4319541269887,-3.614550828618111,AV.HELLIN-ALBERIQUE,"38, 153",2
3635,6_135,40.43451724487625,-3.6963737214908994,STA.ENGRACIA-PZA.CHAMBERI,"3, N23",2
3636,6_1357,40.38798728796897,-3.7807241060224483,Pº EXTREMADURA S/N,"39, N19",2
3637,6_2473,40.458736770639,-3.5799071776051705,AV.HISPANIDAD-CENTRO DE CARGA AEREA,"101, 114",2
3638,6_2746,40.45749635981809,-3.57934218851514,CENTRO DE CARGA AEREA-1,114,2
3639,6_5668,40.45551245127725,-3.57972613632686,CAÑADA REAL DE MERINAS-TRESPADERNE,112,1
3640,6_2839,40.48897180088622,-3.700133972968435,VALENCIA DE DON JUAN-A.MARQUERIE,"124, 133, N23",2
3641,6_2287,40.48651922578383,-3.7019727527856,PATONES-SANGENJO,83,2
3642,6_2006,40.48655554859148,-3.6989525456119448,NARCIS MONTURIOL-SANGENJO,"83, N22",2
3643,6_2966,40.48301816422084,-3.695447079732013,ARZOBISPO MORCILLO-PARQUE NORTE,132,2
3644,6_2967,40.48337472782795,-3.69307923956654,ARZOBISPO MORCILLO-JULIO PALACIOS,132,2
3645,6_2009,40.48454822298105,-3.692690150506748,JULIO PALACIOS Nº 27,"67, N24",2
3646,6_1972,40.484576732824046,-3.692442668397166,JULIO PALACIOS Nº 10,"67, N24",2
3647,6_1971,40.48283470254068,-3.689982474289255,ARZOBISPO MORCILLO-FAC.MEDICINA,"67, 132",2
3648,6_2008,40.48674478351386,-3.6929605164235073,PEDRO RICO-JULIO PALACIOS,67,2
3649,6_1976,40.48848423858701,-3.6973324242797188,SANGENJO-FERMIN CABALLERO,"67, 83",2
3650,6_2005,40.48900568175486,-3.6960162672281904,ALFREDO MARQUERIE-F.CABALLERO,67,2
3651,6_2868,40.48910039555254,-3.7026958243169457,MORALZARZAL-ALFREDO MARQUERIE,124,2
3652,6_2838,40.48901953552441,-3.7026595821215844,MORALZARZAL-ALFREDO MARQUERIE,"124, 133, N23",2
3653,6_2986,40.49606725732441,-3.7081142800870714,NURIA-LA MASO,"133, N23",2
3654,6_2997,40.495111247773316,-3.7097563213298113,MORALZARZAL-LA MASO,"133, 134",2
3655,6_3483,40.495811077540196,-3.7116872231413067,MORALZARZAL-CERRO DEL CASTAÑAR,"133, 134",2
3656,6_2987,40.49337297441864,-3.7037906262559726,NURIA-PEÑA SIRIO,"133, N23",2
3657,6_3001,40.49704135952183,-3.7005364799125537,COSTA BRAVA-CABEZUELAS,178,2
3658,6_5379,40.49743829920557,-3.700446200151066,COSTA BRAVA-CABEZUELAS,178,2
3659,6_5847,40.40699969637737,-3.7176452553590753,"COBOS DE SEGOVIA, 7",62,1
3660,6_5715,40.46095301922094,-3.692813361751687,SOR ANGELA DE LA CRUZ-ORENSE,11,1
3661,6_5716,40.46157035668764,-3.693527391665617,SOR ANGELA DE LA CRUZ-ORENSE,11,1
3662,6_5717,40.46246418314118,-3.696202242570747,SOR ANGELA DE LA CRUZ-BRAVO MURILLO,11,1
3663,6_5718,40.462120584517606,-3.6964110031100033,SOR ANGELA DE LA CRUZ-BRAVO MURILLO,11,1
3664,6_706,40.436180551908905,-3.7117183360201036,FERNANDO EL CATOLICO-G.EL BUENO,"16, 61",2
3665,6_701,40.43700945825864,-3.6939234301308264,GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ,"5, 16, 61",2
3666,6_987,40.41864637456947,-3.719419216576579,VIRGEN DEL PUERTO-CAMPO DEL MORO,"25, 33, 39, 41, 62, 138, C2",2
3667,6_1323,40.436456657513965,-3.7004378379754206,GRAL.ALVAREZ CASTRO-ELOY GONZALO,149,2
3668,6_1334,40.425319603459855,-3.6220114940305117,POBLADURA VALLE-SAN ROMAN VALLE,"38, 48, 167, N6",2
3669,6_1340,40.434681226954396,-3.6150472616277582,AV.HELLIN-ALCONERA,"38, 153, 165",2
3670,6_847,40.43836955588031,-3.6617015254587617,BRESCIA,48,2
3671,6_3556,40.483569663854055,-3.7070036395983816,SANTIAGO COMPOSTELA-PINTOR F.LLORENS,127,2
3672,6_3562,40.404949716042736,-3.618724506851104,INDALECIO PRIETO-PZA.DAVILAS,"71, 130",2
3673,6_3574,40.44764475464802,-3.6825470469347024,AV.DOCTOR ARCE-VELAZQUEZ,"16, 19",2
3674,6_2915,40.496118293157366,-3.666198221963894,AVDA.BURGOS-FCO.PI Y MARGALL,"173, 174, 176",2
3675,6_5283,40.3641266586021,-3.7501092387231667,AV.DE LA PESETA-CORONA,"35, 118, 155, N16",2
3676,6_1585,40.37819719086743,-3.7377664583607193,BELZUNEGUI-REAL MADRID,"47, 118, N16",2
3677,6_1487,40.3753251727891,-3.7402913310069685,AV.POBLADOS-ALISEDA,"47, 118, 121, 131, 155, N16",2
3678,6_5197,40.36431402888871,-3.7531617649400935,AV.DE LA PESETA-AV.CARABANCHEL ALTO,"35, 118, 155, E1",2
3679,6_1581,40.37466915684828,-3.7456438707163278,ANTONIA RODRIGUEZ SACRISTAN-GUAYABA,"108, 118, N16",2
3680,6_5968,40.363880431356115,-3.7519556114287793,AVDA.DE LA PESETA-AVDA.DE CARABANCHEL ALTO,N16,1
3681,6_5284,40.36475821721773,-3.7471835489977847,AV.DE LA PESETA-MARAVEDI,"35, 118, 155, E1, N16",2
3682,6_5909,40.36445003926723,-3.7557897323075107,AVENIDA DE LA PESETA-LOS MORALES,118,1
3683,6_1438,40.46682124529871,-3.6922484858741362,BRAVO MURILLO-ANIBAL,"49, 66, 124, N22, N23",2
3684,6_1364,40.37878660029143,-3.7743861048113976,SOLEDAD CAZORLA-ALDEANUEVA DE LA VERA,39,2
3685,6_1386,40.45015378414823,-3.6647652984101113,CORAZON DE MARIA-SAN NAZARIO,"40, 43, 72",2
3686,6_1409,40.42668944744251,-3.7240671310315987,GTA.SAN ANTONIO DE LA FLORIDA,"41, 46, 75, N20",2
3687,6_1413,40.431610854438446,-3.7322546983625626,RIBERA MANZANARES Nº 131,"41, 75",2
3688,6_142,40.47530144801305,-3.7007587700746973,SINESIO DELGADO-AV.ASTURIAS,42,2
3689,6_1420,40.42502427905315,-3.7223871110021687,Pº FLORIDA Nº 35,"41, 46, 75",2
