,IDESTACION,latitude,longitude,DENOMINACION,LINEAS,ACONDICIONAMIENTOVIAJEROS
0,6_3061,40.394553476337,-3.6401924340696334,AV.PABLO NERUDA-MALGRAT MAR,"54, 142, 144",2
1,6_3065,40.39287339750966,-3.6344500735825562,SAN CLAUDIO-RAFAEL FERNANDEZ,54,2
2,6_3007,40.495877472447155,-3.712608386404576,CERRO DEL CASTAÑAR-MORALZARZAL,134,2
3,6_3066,40.391955824037915,-3.6358435983355166,ANDALUCES-SAN CLAUDIO,54,2
4,6_2948,40.36202816176615,-3.6816003187535524,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,"23, 130",2
5,6_2953,40.35576582233822,-3.7102126231871435,CTRA.CCHEL A VILLAVERDE-CENTRO ESCOLAR,131,2
6,6_2958,40.37159907416169,-3.7109913308246045,RAFAELA YBARRA-UNIDAD,131,2
7,6_2960,40.453259631168734,-3.717865932316175,AV.MORERAS-COLEGIO MAYOR ALFONSO X EL SABIO,132,2
8,6_2961,40.45491604348377,-3.7151592350626754,ARQ.SANCHEZ ARCAS-MORERAS,132,2
9,6_2964,40.47578171189799,-3.719368061520571,CESAR MANRIQUE-JUAN SANCHEZ,"127, 132, N21",2
10,6_2977,40.45487796653483,-3.7154890524969355,ARQ.SANCHEZ ARCAS-MORERAS,132,2
11,6_2978,40.45314083742234,-3.718135914165919,AV.MORERAS-COLEGIO MAYOR ALFONSO X EL SABIO,132,2
12,6_2979,40.451066620740455,-3.71992994625313,AV.MORERAS-RAMIRO DE MAEZTU,132,2
13,6_2354,40.35363411048841,-3.685755140164814,J.JOSE MTNEZ.SECO-DIAMANTE,"85, 123",2
14,6_2355,40.353592957014136,-3.688133466688357,J.JOSE MTNEZ.SECO-BENITA LOPEZ,"85, 123",2
15,6_2357,40.35333791050382,-3.6976222581116667,VIRGEN DE LOS DESAMPARADOS-TOTANES,"18, 86, 116, N14",2
16,6_2359,40.35328513727611,-3.6974097480629324,VIRGEN DE LOS DESAMPARADOS,"18, 86, 116, N14",2
17,6_2360,40.45389921755411,-3.77372641693588,ARROYO POZUELO-HINOJO,160,2
18,6_2366,40.46282745458129,-3.660396318983747,EMILIO RUBIN-ARTURO SORIA,87,2
19,6_2367,40.464895177518684,-3.65799851599085,MONTEARAGON Nº 8,87,2
20,6_2371,40.48189691136004,-3.631842342160774,Cº DE MONTORO-Cº VIEJO DE BURGOS,"87, N2",2
21,6_2374,40.47904473547098,-3.62786331315683,Cº DEL OLIVAR-GRAMA,87,2
22,6_2378,40.47964275219386,-3.635478580559149,GREGORIO SANCHEZ HERRAEZ,"87, N2",2
23,6_2382,40.47450980198193,-3.638355860513406,AV.BUCARAMANGA-GTA.CHARALA,87,2
24,6_2385,40.46898364518306,-3.6503237659437295,GRAN VIA HORTALEZA-HARO,87,2
25,6_2254,40.479101560660204,-3.7400497265841417,ARROYOFRESNO-AV.C.HERRERA ORIA,82,2
26,6_2255,40.47715380292181,-3.7403350738745123,CANTALEJO-ARROYOFRESNO,82,2
27,6_2265,40.45938130699486,-3.728652197580978,AV.MIRAFLORES-CTRA.DEHESA VILLA,"82, N20",2
28,6_2266,40.456367445277,-3.727994561731735,PARANINFO-CIEMAT,"82, N20",2
29,6_821,40.39819690975082,-3.6378819786129317,FTE.CARRANTONA-ARROYO FONTARRON,"20, 142, 144",2
30,6_823,40.40519211869627,-3.642013823390085,PZA.CONDE MACEDA Y TABOADA,"20, 30, N8",2
31,6_826,40.40748328599021,-3.6495664403788797,PZA.DEL ENCUENTRO,"20, 30, N8",2
32,6_828,40.409536329178046,-3.6592976101326444,AV.MORATALAZ Nº 21,20,2
33,6_830,40.41267290453101,-3.6574659921180834,Cº VINATEROS-M30,"20, 30, 32, N8",2
34,6_831,40.41307619878301,-3.664140981317614,ESTRELLA POLAR-PEZ AUSTRAL,"20, 30, 32, N8",2
35,6_833,40.41338800530393,-3.669436133465117,AV.NAZARET-JESUS APRENDIZ,20,2
36,6_836,40.41916386780574,-3.6769901616184932,MENENDEZ PELAYO-A.SAINZ BARANDA,"20, 152",2
37,6_840,40.444162075825574,-3.647431333389097,JUAN PEREZ ZUÑIGA Nº 19,21,2
38,6_776,40.35526138934874,-3.6938736833559855,ALEGRIA DE LA HUERTA-ANOETA,"18, 86, 116, N14",2
39,6_711,40.406722558986246,-3.7143895961258417,Pº PONTONES-Pº IMPERIAL,"17, 41, N16",2
40,6_713,40.40612614715727,-3.7233753187028857,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,"17, 25, N16",2
41,6_714,40.40393715714883,-3.7290792543582136,VIA CARPETANA-CARAMUEL,"17, N16",2
42,6_719,40.39162451451983,-3.7428027377631503,VIA CARPETANA-PETIRROJO,17,2
43,6_1551,40.440459195736224,-3.7305938282019366,AV.JUAN HERRERA-MARTIN FIERRO,"46, 160, 161, N20, N28",2
44,6_723,40.387004327706116,-3.752330540121234,"OCAÑA,69","17, N26",2
45,6_726,40.385477506381505,-3.7639772161961647,RAFAEL FINAT-AV.LAS ÁGUILAS,"17, 138",2
46,6_728,40.38075603786092,-3.769519686008955,RAFAEL FINAT-JOSE DE CADALSO,"17, 138",2
47,6_729,40.37971840923103,-3.7711100233195287,BLAS CABRERA-RAFAEL FINAT,"17, 34, 139",2
48,6_730,40.381415056618486,-3.7733677145061644,BLAS CABRERA-OLIVA DE PLASENCIA,"17, 139",2
49,6_733,40.379796813386484,-3.7715114537184298,BLAS CABRERA-RAFAEL FINAT,"17, 34, 39, 138, 139, N19",2
50,6_734,40.38102965932541,-3.76901622944483,RAFAEL FINAT-JOSE DE CADALSO,"17, 138",2
51,6_3402,40.38206965756217,-3.6913448183895894,GONZALEZ FEITO-CAL,"23, 123",2
52,6_3409,40.489393965630605,-3.7150531266534825,VENTISQUERO CONDESA-C.MINGUETE,64,2
53,6_3410,40.48647337772341,-3.6976419876229487,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,67,2
54,6_3414,40.482708209819265,-3.7296476855190983,ALEJANDRO CASONA-DR.REINOSA,82,2
55,6_3734,40.376349366438724,-3.621419577246239,PTO.PORZUNA-FUENTIDUEÑA,"103, 142",2
56,6_3735,40.377864371009515,-3.6194662016888746,PTO.PORZUNA-CONGOSTO,"103, 142",2
57,6_3737,40.44396129847145,-3.6216408812283722,ALCALA-AV.25 DE SEPTIEMBRE,105,2
58,6_3740,40.4078224293887,-3.6690863499388495,DR.ESQUERDO-PZA.CONDE CASAL,"56, 156",2
59,6_3741,40.41824155377523,-3.6682819414275425,DR.ESQUERDO-SAINZ DE BARANDA,"30, 56, 143, 156, N8",2
60,6_3743,40.50859727626582,-3.6994646076493396,CEMENTERIO DE FUENCARRAL,SE704,2
61,6_3747,40.451842506620885,-3.6640625603641,LOPEZ DE HOYOS-PADRE CLARET,"9, 72, 73, N2",2
62,6_3748,40.40116397527213,-3.7316772172777477,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,25,2
63,6_3753,40.40129240438968,-3.731313296099639,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,25,2
64,6_3756,40.4901558883402,-3.717126176669973,VALLE ENMEDIO-GTA.P.CORRALILLOS,49,2
65,6_3760,40.49051026902227,-3.715182974081211,VENTISQUERO CONDESA-VALLE DE ENMEDIO,49,2
66,6_3763,40.4576347056137,-3.7822374104523218,GOLONDRINA-VELETA,"160, 161",2
67,6_3766,40.458621841655955,-3.77880494210439,CTRA.HUMERA A ARAVACA-RIAZA,"160, 161, N28",2
68,6_3779,40.47793665903784,-3.8255814641592076,GUECHO-PARADORES,162,2
69,6_3785,40.36870649233987,-3.688770082608441,AV.ROSALES-CORINDON,"23, N12",2
70,6_3788,40.47144707524573,-3.633384105876238,AYACUCHO-NEVADO RUIZ,"104, 171, T11",2
71,6_3789,40.4085568404391,-3.6264417228145125,DR.GARCIA TAPIA-LAPONIA,"30, 100, N8",2
72,6_3791,40.407529920899904,-3.6264204160115856,LAPONIA-MUNICH,30,2
73,6_3795,40.35985716280439,-3.664537058020546,MERCAMADRID-MERCADO PESCADO,T32,2
74,6_3796,40.365162886520984,-3.6551785544454805,MERCAMADRID-NAVES AUXILIARES,"130, T32",2
75,6_3797,40.36744565378321,-3.6529745445931274,CENTRO DE TRANSPORTES DE MADRID,"130, T32",2
76,6_5482,40.5125398664233,-3.6664905597607182,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,"170, 172, 172SF, T61",2
77,6_1974,40.48587252207293,-3.697187402422628,PEDRO RICO-ARZOBISPO MORCILLO,67,2
78,6_1846,40.41271304795723,-3.7115535275521996,CARRERA SAN FRANCISCO-SAN I.LABRADOR,60,2
79,6_1849,40.43700269954434,-3.6844791711245803,DIEGO DE LEON-SERRANO,61,2
80,6_1850,40.437720641357416,-3.6864672773072438,GRAL.ORAA-Pº CASTELLANA,61,2
81,6_1851,40.43717672142171,-3.6855185026723802,HERMANOS BECQUER-SERRANO,61,2
82,6_1855,40.387288499527315,-3.645708233781204,AV.PABLO NERUDA-AV.PALOMERAS,57,2
83,6_1861,40.452252888198196,-3.7261575967787897,PARANINFO-MATEMATICAS,"82, F, G, N20, U",2
84,6_1862,40.4541334885971,-3.7265198528884076,PARANINFO-TELECOMUNICACIONES,"82, F, G, N20, U",2
85,6_1863,40.4529601294419,-3.7282997925209354,PARANINFO-DERECHO,"82, F, G, N20, U",2
86,6_1870,40.44054708944693,-3.7165515748090003,ISAAC PERAL-PZA.CRISTO REY,"1, 44, 82, 132, C2",2
87,6_1871,40.40833596781321,-3.6675239638133603,AV.MEDITERRANEO-PZA.CONDE CASAL,"63, 143, 145, E, N9",2
88,6_1872,40.405736317463,-3.6526255451823384,EL BOSCO-MARUJA GARCIA ROMERO,"63, 143",2
89,6_1873,40.4035249387639,-3.650164760769382,EL BOSCO-RAMON PEREZ AYALA,"63, 143, N9",2
90,6_1874,40.402181922813206,-3.648678784863434,EL BOSCO-RAMON PEREZ AYALA,"63, 143, N9",2
91,6_1876,40.396573429412626,-3.6398462785256305,AV.MEDITERRANEO-AV.PABLO NERUDA,"63, 145, E, N9",2
92,6_1877,40.39290800582225,-3.6231153191699144,AV.MEDITERRANEO-AV.DEMOCRACIA,"63, 145, E, N9",2
93,6_1879,40.38536614975719,-3.6098269519682376,CASTRILLO AZA-AV.STA.EUGENIA,"63, N9",2
94,6_1881,40.382410479599685,-3.6082452050410847,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,"63, 145, N9",2
95,6_1884,40.38411490463562,-3.602758667644884,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,"63, 145, N9",2
96,6_1499,40.437653196649336,-3.7168745677979684,ISAAC PERAL-FERNANDEZ DE LOS RIOS,"1, 44, 62, 82, 132, 138, C1, N21",2
97,6_1501,40.44841313922187,-3.709052546075225,GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,"44, N21",2
98,6_1502,40.450998360275065,-3.707640979601865,DR.FEDERICO RUBIO-ALMANSA,"44, 127, N21",2
99,6_1503,40.452670385398584,-3.7082363878205484,DR.FEDERICO RUBIO-ABEL,"44, 127",2
100,6_1506,40.457523719276814,-3.713040363592674,DR.FEDERICO RUBIO-FCO.DE DIEGO,44,2
101,6_1508,40.459931773172535,-3.709680802847882,OFELIA NIETO-FRANCOS RODRIGUEZ,"44, 128, SE727",2
102,6_1510,40.46493501243117,-3.7062066434312846,OFELIA NIETO-Pº DIRECCION,44,2
103,6_1512,40.465015295183655,-3.706337233576977,OFELIA NIETO-Pº DIRECCION,44,2
104,6_1514,40.459947762003495,-3.710011217148316,OFELIA NIETO-FRANCOS RODRIGUEZ,"44, 128, SE727",2
105,6_1516,40.4575949860747,-3.713170852024228,DR.FEDERICO RUBIO-FCO.DIEGO,44,2
106,6_1517,40.455238205909815,-3.7125916294768735,DR.FEDERICO RUBIO Y GALI-AV.PABLO IGLESIAS,44,2
107,6_1518,40.45406538740953,-3.7084633173462067,DR.FEDERICO RUBIO-JERONIMA LLORENTE,"44, 127, N21",2
108,6_1519,40.4524355887802,-3.708328268151703,DR.FEDERICO RUBIO-ABEL,"44, 127",2
109,6_1522,40.44423313446146,-3.7119565581990734,SAN FCO.DE SALES-GUZMAN EL BUENO,"44, N21",2
110,6_1527,40.385841230471584,-3.6483570517168817,LAGO CALAFATE,310,2
111,6_1530,40.448472869687116,-3.7095956286100433,AV.REINA VICTORIA-GRAL.I.IBERO,"45, C1, F",2
112,6_5430,40.377956179755536,-3.779983953003342,"CALLE DE MIRABEL, 3",N19,2
113,6_3534,40.4495667236034,-3.6213033691165673,MARQUESADO STA.MARTA-FERNANDO MIJARES,"114, N4",2
114,6_3539,40.43241465873005,-3.6954560140120183,STA.ENGRACIA-CARACAS,3,2
115,6_3543,40.43442928604117,-3.606461788729324,AV.NIZA-LAS MUSAS,"38, E2",2
116,6_3545,40.409803862799855,-3.630719735576012,DR.GARCIA TAPIA-FTE.CARRANTONA,30,2
117,6_3558,40.475350640646056,-3.7104093899164243,AV.BETANZOS-CHANTADA,42,2
118,6_3560,40.40170810011232,-3.620097166239075,INDALECIO PRIETO-LOS PINILLAS,"8, 71, 130",2
119,6_3561,40.403694296900525,-3.6193140320183015,INDALECIO PRIETO-JUGLARES,"8, 71, 130",2
120,6_3565,40.40904857804873,-3.657937502865681,PZA.CORR.ALONSO AGUILAR,20,2
121,6_3566,40.42011108451968,-3.6612043307586837,JUAN ESPLANDIU Nº 9,215,2
122,6_3568,40.418398314498354,-3.6613879457729355,JUAN ESPLANDIU Nº 4,215,2
123,6_3501,40.34529319606483,-3.715248226739287,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,"22, N14",2
124,6_3573,40.44984835681982,-3.5683210084154005,GASCUEÑA Nº35,"77, 167",2
125,6_3575,40.40810868310031,-3.6243515377888285,DR.GARCIA TAPIA-M40,"100, N8",2
126,6_3429,40.474660818168935,-3.7214205860620475,JOAQUIN LORENZO-ISLA MALAITA,42,2
127,6_3431,40.47481712503347,-3.720914983785611,ISLA MALAITA-JOAQUIN LORENZO,137,2
128,6_3432,40.475910371295676,-3.7204075962917695,ISLA MALAITA-CESAR MANRIQUE,137,2
129,6_3439,40.45836187185111,-3.6937420757304187,SAN GERMAN-ORENSE,126,2
130,6_1434,40.45859994842462,-3.700573407585665,BRAVO MURILLO-LOPE DE HARO,"66, 124, 126",2
131,6_1435,40.460773246367495,-3.698732429965598,BRAVO MURILLO-FRANCISCO MEDRANO,"66, 124, N23",2
132,6_1441,40.47660581246997,-3.6906029536954157,SINESIO DELGADO-HOSPITAL CARLOS III,147,2
133,6_1442,40.47705570154078,-3.698193357011211,SINESIO DELGADO-FINISTERRE,147,2
134,6_1445,40.47810879620733,-3.705766581338349,MELCHOR FDEZ.ALMAGRO-AV.FERROL,147,2
135,6_1446,40.47742195954862,-3.709062705760686,MELCHOR FDEZ.ALMAGRO-AV.BETANZOS,147,2
136,6_1448,40.359710770859955,-3.683473080383296,CTRA.VILLAVERDE A VALLECAS-UNANIMIDAD,"23, 130",2
137,6_1449,40.47891787557951,-3.7133846490727853,MONFORTE DE LEMOS Nº 163,"126, 132, 137, 147",2
138,6_1450,40.47819721126611,-3.710451192478824,AV.BETANZOS-LA BAÑEZA,"42, 49, 126, 128, 147",2
139,6_3664,40.37225055607818,-3.679041203366396,EMBAJADORES-CAJA MÁGICA,"180, T32",2
140,6_3141,40.395479491993605,-3.6815133240220645,AV. PLANETARIO-MENESES,"148, 156, N13",2
141,6_3009,40.48860447066095,-3.7130624283279645,LA MASO-SALOU,134,2
142,6_3663,40.3726743746322,-3.6789747818987735,EMBAJADORES-CAJA MÁGICA,T32,2
143,6_3014,40.48174300686597,-3.699244777261497,MONFORTE DE LEMOS-PARQUE BOMBEROS,"134, 137",2
144,6_3018,40.48786846757005,-3.691862930869028,SAN MODESTO-HOSPITAL RAMON Y CAJAL,135,2
145,6_3019,40.489648876529515,-3.6924240018303878,HOSPITAL RAMON Y CAJAL,"125, 135, 165, 166",2
146,6_3020,40.4881467384526,-3.6920309807668192,ANTONIO ROBLES-HOSPITAL RAMON Y CAJAL,"125, 135, 165, 166",2
147,6_247,40.39517979567724,-3.6970287760197484,Pº CHOPERA-PZA.GRAL.MAROTO,"6, 18, 78, 148, N12, N14",2
148,6_3025,40.41246158780416,-3.7259182587156188,CARAMUEL-ANTILLON,"138, N18",2
149,6_3026,40.41131815616835,-3.727237789542434,CARAMUEL-DOÑA MENCIA,138,2
150,6_3028,40.40584140334931,-3.735664069230372,SEPULVEDA-GOTARRENDURA,138,2
151,6_5840,40.39575230122728,-3.6962098490662942,GUILLERMO DE OSMA-PZA.GRAL.MAROTO,62,1
152,6_5832,40.39549914035072,-3.6963604237708543,GUILLERMO DE OSMA-PZA.GRAL.MAROTO,62,1
153,6_3035,40.40242012272183,-3.7535156005136354,SEPULVEDA-CONC.FCO.J.JIMENEZ M.,"138, N18",2
154,6_3042,40.37699394548537,-3.771667961157183,RAFAEL FINAT-OSA DE LA VEGA,139,2
155,6_3043,40.38363516123637,-3.77413531750346,BLAS CABRERA-AV. LAS AGUILAS,"17, 139",2
156,6_3047,40.376106106024075,-3.754671296526998,Cº DE LAS CRUCES-MASCARAQUE,139,2
157,6_3048,40.3741661416543,-3.7565108152272946,Cº DE LAS CRUCES-JOSE JORDAN,139,2
158,6_3049,40.404488362426314,-3.6582230738759116,BALTASAR SANTOS,141,2
159,6_3329,40.401523460127486,-3.630913486951751,VALDEBERNARDO-HACIENDA PAVONES,"8, 20",2
160,6_3331,40.450261189197434,-3.5686428933988856,FUENTELVIEJO-FUENCEMILLÁN,"77, 167",2
161,6_3338,40.44584955187004,-3.5789709562009717,NANCLARES DE OCA-ARCAUTE,"77, 167",2
162,6_3341,40.44757113815885,-3.593018665832487,AV.SEGUNDA-CALLE DIEZ,"77, N5",2
163,6_2982,40.49379492949626,-3.70403104365386,NURIA-PEÑA SIRIO,"133, N23",2
164,6_2984,40.49374591600112,-3.7120312155323374,CERRO DEL CASTAÑAR-LA MASO,"133, 134",2
165,6_2990,40.48196771664663,-3.6993296975252763,MONFORTE DE LEMOS-PARQUE BOMBEROS,"134, 137",2
166,6_2994,40.4856688425499,-3.7128543740443862,LA MASO-AV.CARDENAL HERRERA ORIA,134,2
167,6_2995,40.4885789013435,-3.7128261674563587,LA MASO-SALOU,134,2
168,6_2996,40.49105735895003,-3.71266359395423,LA MASO-HOSPITAL RUBER INTERNACIONAL,134,2
169,6_2999,40.496926099283236,-3.7061525467014467,LA MASO-MARBELLA,"134, N23",2
170,6_3003,40.498889100289865,-3.7033526135154324,COSTA BRAVA-LA MASO,"134, 178, N23",2
171,6_2946,40.376135996984,-3.6439525708833127,Cº HORMIGUERAS-TORRE DE DON MIGUEL,"130, T31",2
172,6_2875,40.46176013336496,-3.7112215758380427,STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.,"126, 127, 132, N21",2
173,6_2877,40.45859258959249,-3.710633840258027,AV.PABLO IGLESIAS-ALEJANDRO RGUEZ.,"127, 132, N21",2
174,6_2879,40.46989156786286,-3.7103518594470044,Cº DEL CHORRILLO,128,2
175,6_2880,40.469531812740456,-3.710253699294977,CNO. DEL CHORRILLO,128,2
176,6_2885,40.48122485871526,-3.674250740101957,AV.BURGOS Nº 30,"129, 150",2
177,6_2886,40.48241761704061,-3.6736373568657976,AV.SAN LUIS-AV.BURGOS,"129, 150",2
178,6_2888,40.479260676081665,-3.6696417067349554,AV.SAN LUIS-SERRANO GALVACHE,"129, 150",2
179,6_2894,40.48226394154438,-3.6659550472270754,ARTURO SORIA Nº 329,"125, 129, 150, N1",2
180,6_2897,40.479504929048126,-3.6694671646511887,AV.SAN LUIS-SERRANO GALVACHE,"129, 150",2
181,6_1774,40.43601125031511,-3.6738224491228433,CONDE DE PEÑALVER-DIEGO DE LEON,56,2
182,6_1776,40.412851448597124,-3.6687472113501567,DR.ESQUERDO-AV.NAZARET,"56, 143, 156",2
183,6_1777,40.409074754174604,-3.669075180915021,DR.ESQUERDO-PZA.CONDE CASAL,"56, 143, 156",2
184,6_1779,40.40583890401227,-3.670905178234815,DR.ESQUERDO-CAVANILLES,"56, 156",2
185,6_1782,40.395204556095564,-3.659004618395661,SIERRA DEL CADI-AV.ALBUFERA,"57, N10",2
186,6_1784,40.39127307775338,-3.6627720494392753,CARLOS MARTIN ALVAREZ-JAVIER MIGUEL,57,2
187,6_1787,40.38201832481799,-3.660042413140506,AV.PQUE.PALOMERAS BAJAS-ROMEO Y JULIETA,"57, 144",2
188,6_1790,40.38346190906411,-3.6501249766441055,AV.PABLO NERUDA-VILLALOBOS,"10, 57, 144",2
189,6_1791,40.38507361550515,-3.647077294348195,AV.PABLO NERUDA-LAGO CALAFATE,57,2
190,6_1793,40.390599906154016,-3.638305153876882,RAFAEL ALBERTI-SAN CLAUDIO,"54, 144",2
191,6_1794,40.385242669251504,-3.647455919604986,AVDA. PABLO NERUDA,57,2
192,6_1796,40.38168653680412,-3.6518279148034525,AV.BUENOS AIRES-MOGAMBO,57,2
193,6_1797,40.38316116066643,-3.6523369357315554,AV.PABLO NERUDA-TRISTANA,"136, 144, N11",2
194,6_1799,40.388436085598954,-3.6068148708936834,AV.MEDITERRANEO-CASTRILLO DE AZA,"58, 63",2
195,6_1800,40.384862468631404,-3.6620965775902508,MARTINEZ DE LA RIVA-DILIGENCIA,"57, 144",2
196,6_1802,40.390786546451984,-3.6627790620683185,CARLOS MARTIN ALVAREZ-JAVIER DE MIGUEL,57,2
197,6_2460,40.379720701837265,-3.714657975903196,AVENA-HENO,78,2
198,6_2465,40.405293810429086,-3.6333763969769315,FTE.CARRANTONA-LUIS HOYOS SAINZ,"100, 140, E4",2
199,6_2466,40.40316877146148,-3.634817770812279,FTE.CARRANTONA-HACIENDA PAVONES,"100, 140",2
200,6_2468,40.45659581261646,-3.5969782184330046,Pº ALAMEDA OSUNA-PQUE.CAPRICHO,"101, 105, 151",2
201,6_2471,40.45728064612005,-3.588162308915104,CARABELA-BALANDRO,"101, 151",2
202,6_2472,40.457368157216706,-3.585120195207711,CARABELA-GALEON,"101, 114, 166",2
203,6_2476,40.47804499896083,-3.5741036359488265,CTRA.CIRCUNVALACION-ZODIACO,101,2
204,6_2479,40.475908989754316,-3.576090990222079,PZA.MAYOR DE BARAJAS,"101, 105, 115, N4",2
205,6_2480,40.477138797870694,-3.5787795477336903,ACUARIO-PENELOPE,101,2
206,6_2484,40.46086826164986,-3.580633188951095,BERGANTIN-GALEON,"114, N4",2
207,6_2485,40.46122273523101,-3.5818039234412904,AV.CANTABRIA-PZA.GOLETA,"114, N4",2
208,6_2488,40.45701775959425,-3.5867093501490412,AV.CANTABRIA-PZA.DEL NAVIO,"112, 114, 115, 151, N4",2
209,6_2490,40.45241538643515,-3.59000680328036,AV.HISPANIDAD-PINOS DE OSUNA,"101, 115, 151, N4",2
210,6_2491,40.45226108640751,-3.5955010854905636,AVDA.AMERICA-CIUDAD PEGASO,"101, 114, 115, 151, N4",2
211,6_2495,40.465596141999825,-3.643909718923638,CTRA.CANILLAS-UTRILLAS,"73, N3",2
212,6_2496,40.465547417991374,-3.644569801986433,CTRA.CANILLAS-UTRILLAS,"73, N3",2
213,6_2500,40.391361256703036,-3.6709146509035704,AV.ENTREVIAS-T.PEREZ RUBIO,"102, N11",2
214,6_2502,40.386321849337,-3.66993389314641,CARDEÑOSA-CONDE RGUEZ.SAN PEDRO,"102, N11",2
215,6_2504,40.38152136449198,-3.669697842238689,CAMPIÑA-PZA.DE LAS REGIONES,"103, N11",2
216,6_2505,40.37933715920251,-3.6672730023996714,CAMPIÑA-SERENA,"103, N11",2
217,6_2509,40.37730698089431,-3.6631181600687825,VILLACARRILLO-CAZORLA,"102, 103, N11",2
218,6_2512,40.395249165914386,-3.67624390433358,MENDEZ ALVARO-EST.SUR AUTOBUSES,"152, N11",2
219,6_2513,40.383495741875066,-3.671013323960879,SIERRA CONTRAVIESA-LAGARTERA,"102, N11",2
220,6_2516,40.39129915360586,-3.6707490791494117,AVDA. ENTREVIAS,"102, N11",2
221,6_5441,40.39073814173734,-3.7391286710522644,OCA-PINZON,N26,2
222,6_3164,40.43340986800417,-3.7022100713579933,FUENCARRAL-ALBURQUERQUE,"3, 37, 149",2
223,6_3165,40.431531825318885,-3.7014124258579613,FUENCARRAL-SANDOVAL,"3, 37, 149, N23",2
224,6_3166,40.43021959394916,-3.700903640853939,FUENCARRAL-GTA.BILBAO,"40, 149",2
225,6_1618,40.43970406152184,-3.6455609610534787,JOSE DEL HIERRO-HERMANOS DE PABLO,"48, 146",2
226,6_1619,40.44193468536209,-3.642976405103931,JOSE DEL HIERRO-MANDARINA,"48, 146",2
227,6_1624,40.43484066427045,-3.6104623461231498,AV.CANILLEJAS-ALBAIDA,"48, 167",2
228,6_1627,40.43484413441348,-3.614907264226074,AV.HELLIN-ALCONERA,"38, 153, 165",2
229,6_1628,40.435746048319615,-3.6113194367958577,ALBAIDA-AV.CANILLEJAS,"38, 153, 165",2
230,6_1630,40.43929191269757,-3.61031395272454,FRENTE N.5,N5,2
231,6_3415,40.484949491609825,-3.728527465666995,RAMON GOMEZ SERNA-ALEJANDRO CASONA,82,2
232,6_3423,40.47461820233626,-3.7034885873085557,RIBADAVIA-SINESIO DELGADO,42,2
233,6_3337,40.44660582027885,-3.57726757412568,NANCLARES DE OCA-ARAMAYONA,"77, 167",2
234,6_3251,40.46144987818118,-3.6410511715453393,SILVANO-COL.VIRGEN DE LA ESPERANZA,"120, 122",2
235,6_3256,40.46255549715082,-3.631684668030368,AV.MACHUPICHU-PZA.MANUEL RODRIGO,"112, 122, 153",2
236,6_3261,40.37218159068013,-3.6190961225413183,PEÑA CERVERA-FUENTIDUEÑA,142,2
237,6_3265,40.43463396518367,-3.633804895248595,ASCAO-HERMANOS GARCÍA NOBLEJAS,"28, N6",2
238,6_3186,40.46874627630733,-3.654072624410944,GRAN VIA HORTALEZA-GTA.LUIS ROSALES,87,2
239,6_3201,40.484246545003636,-3.6611371450609957,JAZMIN-GOLFO DE SALONICA,"129, N1",2
240,6_3111,40.42636534288297,-3.6748932520286894,ALCALA-AVENIDA FELIPE II,"E2, E3, N5, N7",2
241,6_3114,40.436032179240556,-3.654498292442259,A.LOPEZ CASERO-PZA.JOSE BANUS,146,2
242,6_3124,40.4312542413581,-3.704097545223167,GTA.DE RUIZ JIMENEZ,147,2
243,6_2709,40.38278652368546,-3.6705821688195033,PZA.REGIONES-LAGARTERA,"111, N11",2
244,6_2711,40.3816632873994,-3.674729670855949,RUIDERA-BOHONAL,"102, 111",2
245,6_2712,40.380199191174654,-3.672429628211138,RONDA SUR-STA.RAFAELA,"102, 111",2
246,6_2717,40.37787935899168,-3.6685426609545404,RONDA SUR-SERENA,"102, 111",2
247,6_2719,40.38145663986722,-3.6746333625677887,BOHONAL-RUIDERA,"102, 111",2
248,6_2720,40.3830461781437,-3.6724108128901483,RUIDERA,111,2
249,6_2721,40.387574222642876,-3.665233549185493,CARLOS MARTIN ALVAREZ-AV.SAN DIEGO,"103, 111",2
250,6_3708,40.40737874889415,-3.5988412816060595,VILLABLANCA-SEPIOLITA,"100, 106, 159, N6, N7",2
251,6_3712,40.40654795144932,-3.607849607202593,Pº ARTILLEROS-AV.DAROCA,100,2
252,6_3714,40.408391608892074,-3.611873275351973,AV.DAROCA-CALAHORRA,"4, 100, 106, N7",2
253,6_3715,40.41752298331786,-3.6091860166763015,AVDA. CANILLEJAS A VICALVARO,"4, 106, 159",2
254,6_3578,40.406842532220175,-3.700672861587134,GTA.DE EMBAJADORES,C2,2
255,6_3581,40.4009180931389,-3.6279264269493865,HACIENDA PAVONES-CENTRO DE SALUD,"8, 71, E4",2
256,6_3582,40.39935806996249,-3.621525030161356,INDALECIO PRIETO-JOSE PRAT,"8, 71",2
